fecha,equipo,elo,torneo
2010-07-24,Mineros,1465.32,2010/2011 - Apertura
2010-07-24,Cruz Azul,1534.68,2010/2011 - Apertura
2010-07-24,Chiapas,1495.52,2010/2011 - Apertura
2010-07-24,Necaxa,1504.48,2010/2011 - Apertura
2010-07-25,Chivas,1495.52,2010/2011 - Apertura
2010-07-25,Puebla,1504.48,2010/2011 - Apertura
2010-07-25,Pachuca,1519.5,2010/2011 - Apertura
2010-07-25,América,1480.5,2010/2011 - Apertura
2010-07-25,Tigres,1472.42,2010/2011 - Apertura
2010-07-25,Querétaro,1527.58,2010/2011 - Apertura
2010-07-25,San Luis,1495.52,2010/2011 - Apertura
2010-07-25,Monterrey,1504.48,2010/2011 - Apertura
2010-07-25,Atlante,1465.32,2010/2011 - Apertura
2010-07-25,Santos Laguna,1534.68,2010/2011 - Apertura
2010-07-25,Morelia,1515.51,2010/2011 - Apertura
2010-07-25,Atlas,1484.49,2010/2011 - Apertura
2010-07-25,Pumas,1515.51,2010/2011 - Apertura
2010-07-25,Toluca,1484.49,2010/2011 - Apertura
2010-07-31,Necaxa,1470.7,2010/2011 - Apertura
2010-07-31,Tigres,1506.2,2010/2011 - Apertura
2010-07-31,Cruz Azul,1548.26,2010/2011 - Apertura
2010-07-31,Atlante,1451.74,2010/2011 - Apertura
2010-07-31,Querétaro,1540.72,2010/2011 - Apertura
2010-07-31,Atlas,1471.35,2010/2011 - Apertura
2010-08-01,Monterrey,1517.83,2010/2011 - Apertura
2010-08-01,Mineros,1451.97,2010/2011 - Apertura
2010-08-01,Santos Laguna,1554.02,2010/2011 - Apertura
2010-08-01,Pumas,1496.17,2010/2011 - Apertura
2010-08-01,Puebla,1519.48,2010/2011 - Apertura
2010-08-01,San Luis,1480.52,2010/2011 - Apertura
2010-08-01,Toluca,1481.53,2010/2011 - Apertura
2010-08-01,Pachuca,1522.46,2010/2011 - Apertura
2010-08-01,América,1501.09,2010/2011 - Apertura
2010-08-01,Chiapas,1474.93,2010/2011 - Apertura
2010-08-07,Chiapas,1470.73,2010/2011 - Apertura
2010-08-07,Toluca,1485.73,2010/2011 - Apertura
2010-08-08,Pachuca,1490.1,2010/2011 - Apertura
2010-08-08,Santos Laguna,1586.38,2010/2011 - Apertura
2010-08-08,Tigres,1501.5,2010/2011 - Apertura
2010-08-08,América,1505.79,2010/2011 - Apertura
2010-08-08,Atlas,1443.73,2010/2011 - Apertura
2010-08-08,Necaxa,1498.32,2010/2011 - Apertura
2010-08-08,San Luis,1453.81,2010/2011 - Apertura
2010-08-08,Chivas,1522.23,2010/2011 - Apertura
2010-08-08,Atlante,1428.1,2010/2011 - Apertura
2010-08-08,Monterrey,1541.47,2010/2011 - Apertura
2010-08-08,Morelia,1540.39,2010/2011 - Apertura
2010-08-08,Querétaro,1515.84,2010/2011 - Apertura
2010-08-08,Pumas,1517.56,2010/2011 - Apertura
2010-08-08,Cruz Azul,1526.87,2010/2011 - Apertura
2010-08-08,Mineros,1424.87,2010/2011 - Apertura
2010-08-08,Puebla,1546.58,2010/2011 - Apertura
2010-08-14,Necaxa,1494.59,2010/2011 - Apertura
2010-08-14,Querétaro,1519.57,2010/2011 - Apertura
2010-08-14,Cruz Azul,1543.81,2010/2011 - Apertura
2010-08-14,Pachuca,1473.16,2010/2011 - Apertura
2010-08-15,Monterrey,1559.29,2010/2011 - Apertura
2010-08-15,Pumas,1499.74,2010/2011 - Apertura
2010-08-15,Santos Laguna,1596.04,2010/2011 - Apertura
2010-08-15,Chiapas,1461.07,2010/2011 - Apertura
2010-08-15,San Luis,1474.52,2010/2011 - Apertura
2010-08-15,Morelia,1519.68,2010/2011 - Apertura
2010-08-15,Puebla,1537.66,2010/2011 - Apertura
2010-08-15,Atlante,1437.02,2010/2011 - Apertura
2010-08-15,Toluca,1481.93,2010/2011 - Apertura
2010-08-15,Tigres,1505.3,2010/2011 - Apertura
2010-08-15,América,1498.82,2010/2011 - Apertura
2010-08-15,Atlas,1450.7,2010/2011 - Apertura
2010-08-21,Mineros,1443.31,2010/2011 - Apertura
2010-08-21,San Luis,1456.08,2010/2011 - Apertura
2010-08-21,Chiapas,1438.46,2010/2011 - Apertura
2010-08-21,Cruz Azul,1566.42,2010/2011 - Apertura
2010-08-22,Pachuca,1472.52,2010/2011 - Apertura
2010-08-22,Monterrey,1559.93,2010/2011 - Apertura
2010-08-22,Tigres,1526.27,2010/2011 - Apertura
2010-08-22,Santos Laguna,1575.07,2010/2011 - Apertura
2010-08-22,Atlas,1424.95,2010/2011 - Apertura
2010-08-22,Toluca,1507.68,2010/2011 - Apertura
2010-08-22,Atlante,1457.65,2010/2011 - Apertura
2010-08-22,Chivas,1501.6,2010/2011 - Apertura
2010-08-22,Morelia,1533.79,2010/2011 - Apertura
2010-08-22,Necaxa,1480.48,2010/2011 - Apertura
2010-08-22,Pumas,1522.04,2010/2011 - Apertura
2010-08-22,Puebla,1515.36,2010/2011 - Apertura
2010-08-22,Querétaro,1490.82,2010/2011 - Apertura
2010-08-22,América,1527.57,2010/2011 - Apertura
2010-08-28,Mineros,1442.87,2010/2011 - Apertura
2010-08-28,Morelia,1534.23,2010/2011 - Apertura
2010-08-28,Cruz Azul,1579.72,2010/2011 - Apertura
2010-08-28,Tigres,1512.97,2010/2011 - Apertura
2010-08-29,Chivas,1498.0,2010/2011 - Apertura
2010-08-29,Pumas,1525.64,2010/2011 - Apertura
2010-08-29,Monterrey,1550.92,2010/2011 - Apertura
2010-08-29,Chiapas,1447.47,2010/2011 - Apertura
2010-08-29,Santos Laguna,1584.57,2010/2011 - Apertura
2010-08-29,Atlas,1415.45,2010/2011 - Apertura
2010-08-29,San Luis,1471.68,2010/2011 - Apertura
2010-08-29,Atlante,1442.05,2010/2011 - Apertura
2010-08-29,Puebla,1530.5,2010/2011 - Apertura
2010-08-29,Pachuca,1457.38,2010/2011 - Apertura
2010-08-29,Toluca,1524.43,2010/2011 - Apertura
2010-08-29,Querétaro,1474.07,2010/2011 - Apertura
2010-08-29,América,1521.17,2010/2011 - Apertura
2010-08-29,Necaxa,1486.88,2010/2011 - Apertura
2010-09-05,Chivas,1513.74,2010/2011 - Apertura
2010-09-05,Mineros,1427.13,2010/2011 - Apertura
2010-09-11,Necaxa,1484.03,2010/2011 - Apertura
2010-09-11,Toluca,1527.28,2010/2011 - Apertura
2010-09-11,Chiapas,1474.94,2010/2011 - Apertura
2010-09-11,Puebla,1503.03,2010/2011 - Apertura
2010-09-11,Querétaro,1501.98,2010/2011 - Apertura
2010-09-11,Santos Laguna,1556.66,2010/2011 - Apertura
2010-09-12,Pachuca,1455.38,2010/2011 - Apertura
2010-09-12,Chivas,1515.74,2010/2011 - Apertura
2010-09-12,Tigres,1487.62,2010/2011 - Apertura
2010-09-12,Monterrey,1576.27,2010/2011 - Apertura
2010-09-12,Atlas,1395.2,2010/2011 - Apertura
2010-09-12,Cruz Azul,1599.97,2010/2011 - Apertura
2010-09-12,Atlante,1413.63,2010/2011 - Apertura
2010-09-12,Mineros,1455.55,2010/2011 - Apertura
2010-09-12,Morelia,1501.65,2010/2011 - Apertura
2010-09-12,América,1553.75,2010/2011 - Apertura
2010-09-12,Pumas,1495.13,2010/2011 - Apertura
2010-09-12,San Luis,1502.19,2010/2011 - Apertura
2010-09-18,Mineros,1452.8,2010/2011 - Apertura
2010-09-18,Pumas,1497.88,2010/2011 - Apertura
2010-09-18,Cruz Azul,1613.1,2010/2011 - Apertura
2010-09-18,Querétaro,1488.85,2010/2011 - Apertura
2010-09-19,San Luis,1515.14,2010/2011 - Apertura
2010-09-19,Pachuca,1442.43,2010/2011 - Apertura
2010-09-19,Chivas,1478.24,2010/2011 - Apertura
2010-09-19,Chiapas,1512.44,2010/2011 - Apertura
2010-09-19,Monterrey,1584.47,2010/2011 - Apertura
2010-09-19,Atlas,1387.0,2010/2011 - Apertura
2010-09-19,Santos Laguna,1568.3,2010/2011 - Apertura
2010-09-19,Necaxa,1472.39,2010/2011 - Apertura
2010-09-19,Atlante,1437.56,2010/2011 - Apertura
2010-09-19,Morelia,1477.72,2010/2011 - Apertura
2010-09-19,Puebla,1470.3,2010/2011 - Apertura
2010-09-19,Tigres,1520.35,2010/2011 - Apertura
2010-09-19,Toluca,1544.33,2010/2011 - Apertura
2010-09-19,América,1536.7,2010/2011 - Apertura
2010-09-25,Necaxa,1496.45,2010/2011 - Apertura
2010-09-25,Cruz Azul,1589.04,2010/2011 - Apertura
2010-09-25,Chiapas,1528.1,2010/2011 - Apertura
2010-09-25,San Luis,1499.48,2010/2011 - Apertura
2010-09-25,Querétaro,1488.65,2010/2011 - Apertura
2010-09-25,Monterrey,1584.67,2010/2011 - Apertura
2010-09-26,Pachuca,1460.96,2010/2011 - Apertura
2010-09-26,Mineros,1434.27,2010/2011 - Apertura
2010-09-26,Atlas,1407.51,2010/2011 - Apertura
2010-09-26,Puebla,1449.79,2010/2011 - Apertura
2010-09-26,Morelia,1454.11,2010/2011 - Apertura
2010-09-26,Toluca,1567.94,2010/2011 - Apertura
2010-09-26,Pumas,1490.98,2010/2011 - Apertura
2010-09-26,Atlante,1444.46,2010/2011 - Apertura
2010-09-26,Tigres,1514.15,2010/2011 - Apertura
2010-09-26,Chivas,1484.44,2010/2011 - Apertura
2010-09-26,América,1554.06,2010/2011 - Apertura
2010-09-26,Santos Laguna,1550.94,2010/2011 - Apertura
2010-10-02,Mineros,1433.99,2010/2011 - Apertura
2010-10-02,Chiapas,1528.38,2010/2011 - Apertura
2010-10-03,San Luis,1515.84,2010/2011 - Apertura
2010-10-03,Tigres,1497.79,2010/2011 - Apertura
2010-10-03,Monterrey,1595.57,2010/2011 - Apertura
2010-10-03,Necaxa,1485.55,2010/2011 - Apertura
2010-10-03,Santos Laguna,1569.92,2010/2011 - Apertura
2010-10-03,Toluca,1548.96,2010/2011 - Apertura
2010-10-03,Atlante,1413.83,2010/2011 - Apertura
2010-10-03,Pachuca,1491.59,2010/2011 - Apertura
2010-10-03,Pumas,1504.45,2010/2011 - Apertura
2010-10-03,Morelia,1440.64,2010/2011 - Apertura
2010-10-03,Puebla,1470.26,2010/2011 - Apertura
2010-10-03,Querétaro,1468.18,2010/2011 - Apertura
2010-10-03,Chivas,1476.93,2010/2011 - Apertura
2010-10-03,Atlas,1415.02,2010/2011 - Apertura
2010-10-03,Cruz Azul,1602.61,2010/2011 - Apertura
2010-10-03,América,1540.49,2010/2011 - Apertura
2010-10-07,Chivas,1447.34,2010/2011 - Apertura
2010-10-07,Morelia,1470.23,2010/2011 - Apertura
2010-10-09,Necaxa,1500.2,2010/2011 - Apertura
2010-10-09,Puebla,1455.61,2010/2011 - Apertura
2010-10-09,Chiapas,1539.55,2010/2011 - Apertura
2010-10-09,Atlante,1402.66,2010/2011 - Apertura
2010-10-09,Querétaro,1462.83,2010/2011 - Apertura
2010-10-09,Chivas,1452.69,2010/2011 - Apertura
2010-10-10,Pachuca,1507.84,2010/2011 - Apertura
2010-10-10,Pumas,1488.2,2010/2011 - Apertura
2010-10-10,Tigres,1514.8,2010/2011 - Apertura
2010-10-10,Mineros,1416.98,2010/2011 - Apertura
2010-10-10,Atlas,1436.62,2010/2011 - Apertura
2010-10-10,San Luis,1494.24,2010/2011 - Apertura
2010-10-10,Morelia,1470.22,2010/2011 - Apertura
2010-10-10,Santos Laguna,1569.93,2010/2011 - Apertura
2010-10-10,Toluca,1546.84,2010/2011 - Apertura
2010-10-10,Cruz Azul,1604.73,2010/2011 - Apertura
2010-10-10,América,1538.43,2010/2011 - Apertura
2010-10-10,Monterrey,1597.63,2010/2011 - Apertura
2010-10-16,Mineros,1433.63,2010/2011 - Apertura
2010-10-16,Atlas,1419.97,2010/2011 - Apertura
2010-10-16,San Luis,1508.0,2010/2011 - Apertura
2010-10-16,Querétaro,1449.07,2010/2011 - Apertura
2010-10-16,Cruz Azul,1621.81,2010/2011 - Apertura
2010-10-16,Santos Laguna,1552.85,2010/2011 - Apertura
2010-10-17,Chivas,1471.0,2010/2011 - Apertura
2010-10-17,Necaxa,1481.89,2010/2011 - Apertura
2010-10-17,Pachuca,1501.81,2010/2011 - Apertura
2010-10-17,Morelia,1476.25,2010/2011 - Apertura
2010-10-17,Atlante,1403.22,2010/2011 - Apertura
2010-10-17,Tigres,1514.24,2010/2011 - Apertura
2010-10-17,Monterrey,1612.29,2010/2011 - Apertura
2010-10-17,Toluca,1532.18,2010/2011 - Apertura
2010-10-17,Pumas,1506.75,2010/2011 - Apertura
2010-10-17,Chiapas,1521.0,2010/2011 - Apertura
2010-10-17,Puebla,1454.82,2010/2011 - Apertura
2010-10-17,América,1539.22,2010/2011 - Apertura
2010-10-23,Necaxa,1451.91,2010/2011 - Apertura
2010-10-23,San Luis,1537.98,2010/2011 - Apertura
2010-10-23,Chiapas,1537.6,2010/2011 - Apertura
2010-10-23,Pachuca,1485.21,2010/2011 - Apertura
2010-10-23,Querétaro,1463.71,2010/2011 - Apertura
2010-10-23,Mineros,1418.99,2010/2011 - Apertura
2010-10-24,Santos Laguna,1528.8,2010/2011 - Apertura
2010-10-24,Monterrey,1636.34,2010/2011 - Apertura
2010-10-24,Tigres,1531.6,2010/2011 - Apertura
2010-10-24,Pumas,1489.39,2010/2011 - Apertura
2010-10-24,Atlas,1436.73,2010/2011 - Apertura
2010-10-24,Atlante,1386.46,2010/2011 - Apertura
2010-10-24,Morelia,1478.34,2010/2011 - Apertura
2010-10-24,Cruz Azul,1619.72,2010/2011 - Apertura
2010-10-24,Toluca,1543.59,2010/2011 - Apertura
2010-10-24,Puebla,1443.41,2010/2011 - Apertura
2010-10-24,América,1532.03,2010/2011 - Apertura
2010-10-24,Chivas,1478.19,2010/2011 - Apertura
2010-10-27,Pachuca,1460.37,2010/2011 - Apertura
2010-10-27,Tigres,1556.44,2010/2011 - Apertura
2010-10-27,Pumas,1482.78,2010/2011 - Apertura
2010-10-27,Atlas,1443.34,2010/2011 - Apertura
2010-10-27,Mineros,1389.47,2010/2011 - Apertura
2010-10-27,Necaxa,1481.43,2010/2011 - Apertura
2010-10-28,Chiapas,1530.74,2010/2011 - Apertura
2010-10-28,Morelia,1485.2,2010/2011 - Apertura
2010-10-28,Puebla,1420.96,2010/2011 - Apertura
2010-10-28,Santos Laguna,1551.25,2010/2011 - Apertura
2010-10-28,Chivas,1476.6,2010/2011 - Apertura
2010-10-28,Toluca,1545.18,2010/2011 - Apertura
2010-10-28,Atlante,1406.6,2010/2011 - Apertura
2010-10-28,Querétaro,1443.57,2010/2011 - Apertura
2010-10-28,Monterrey,1603.53,2010/2011 - Apertura
2010-10-28,Cruz Azul,1652.53,2010/2011 - Apertura
2010-10-29,San Luis,1510.06,2010/2011 - Apertura
2010-10-29,América,1559.95,2010/2011 - Apertura
2010-10-30,Cruz Azul,1658.09,2010/2011 - Apertura
2010-10-30,Puebla,1415.4,2010/2011 - Apertura
2010-10-30,Querétaro,1461.38,2010/2011 - Apertura
2010-10-30,Pumas,1464.97,2010/2011 - Apertura
2010-10-31,Santos Laguna,1543.82,2010/2011 - Apertura
2010-10-31,Chivas,1484.03,2010/2011 - Apertura
2010-10-31,Tigres,1550.89,2010/2011 - Apertura
2010-10-31,Chiapas,1536.29,2010/2011 - Apertura
2010-10-31,Atlas,1416.75,2010/2011 - Apertura
2010-10-31,Pachuca,1486.96,2010/2011 - Apertura
2010-10-31,Morelia,1461.72,2010/2011 - Apertura
2010-10-31,Monterrey,1627.01,2010/2011 - Apertura
2010-10-31,Toluca,1515.65,2010/2011 - Apertura
2010-10-31,San Luis,1539.59,2010/2011 - Apertura
2010-10-31,América,1569.38,2010/2011 - Apertura
2010-10-31,Mineros,1380.04,2010/2011 - Apertura
2010-10-31,Necaxa,1449.87,2010/2011 - Apertura
2010-10-31,Atlante,1438.16,2010/2011 - Apertura
2010-11-06,Mineros,1407.36,2010/2011 - Apertura
2010-11-06,Toluca,1488.33,2010/2011 - Apertura
2010-11-06,San Luis,1535.29,2010/2011 - Apertura
2010-11-06,Santos Laguna,1548.12,2010/2011 - Apertura
2010-11-06,Chiapas,1545.78,2010/2011 - Apertura
2010-11-06,Atlas,1407.26,2010/2011 - Apertura
2010-11-07,Chivas,1487.39,2010/2011 - Apertura
2010-11-07,Cruz Azul,1654.73,2010/2011 - Apertura
2010-11-07,Pachuca,1501.04,2010/2011 - Apertura
2010-11-07,Querétaro,1447.3,2010/2011 - Apertura
2010-11-07,Tigres,1518.65,2010/2011 - Apertura
2010-11-07,Morelia,1493.96,2010/2011 - Apertura
2010-11-07,Atlante,1418.55,2010/2011 - Apertura
2010-11-07,América,1588.99,2010/2011 - Apertura
2010-11-07,Pumas,1481.83,2010/2011 - Apertura
2010-11-07,Necaxa,1433.01,2010/2011 - Apertura
2010-11-07,Puebla,1447.89,2010/2011 - Apertura
2010-11-07,Monterrey,1594.52,2010/2011 - Apertura
2010-11-13,Necaxa,1409.49,2010/2011 - Apertura
2010-11-13,Pachuca,1524.56,2010/2011 - Apertura
2010-11-13,Cruz Azul,1664.23,2010/2011 - Apertura
2010-11-13,San Luis,1525.79,2010/2011 - Apertura
2010-11-13,Monterrey,1561.46,2010/2011 - Apertura
2010-11-13,Chivas,1520.45,2010/2011 - Apertura
2010-11-13,Querétaro,1447.23,2010/2011 - Apertura
2010-11-13,Chiapas,1545.85,2010/2011 - Apertura
2010-11-14,Santos Laguna,1556.74,2010/2011 - Apertura
2010-11-14,Mineros,1398.74,2010/2011 - Apertura
2010-11-14,Atlas,1407.78,2010/2011 - Apertura
2010-11-14,Tigres,1518.13,2010/2011 - Apertura
2010-11-14,Morelia,1487.6,2010/2011 - Apertura
2010-11-14,Puebla,1454.25,2010/2011 - Apertura
2010-11-14,Toluca,1481.08,2010/2011 - Apertura
2010-11-14,Atlante,1425.8,2010/2011 - Apertura
2010-11-14,América,1555.93,2010/2011 - Apertura
2010-11-14,Pumas,1514.89,2010/2011 - Apertura
2010-11-18,San Luis,1522.62,2010/2011 - Apertura
2010-11-18,América,1559.1,2010/2011 - Apertura
2010-11-18,Pumas,1496.38,2010/2011 - Apertura
2010-11-18,Cruz Azul,1682.74,2010/2011 - Apertura
2010-11-19,Pachuca,1521.69,2010/2011 - Apertura
2010-11-19,Monterrey,1564.33,2010/2011 - Apertura
2010-11-19,Chiapas,1541.83,2010/2011 - Apertura
2010-11-19,Santos Laguna,1560.76,2010/2011 - Apertura
2010-11-20,Cruz Azul,1641.16,2010/2011 - Apertura
2010-11-20,Pumas,1537.96,2010/2011 - Apertura
2010-11-21,América,1576.06,2010/2011 - Apertura
2010-11-21,San Luis,1505.66,2010/2011 - Apertura
2010-11-21,Monterrey,1558.11,2010/2011 - Apertura
2010-11-21,Pachuca,1527.91,2010/2011 - Apertura
2010-11-22,Santos Laguna,1575.21,2010/2011 - Apertura
2010-11-22,Chiapas,1527.38,2010/2011 - Apertura
2010-11-26,América,1548.43,2010/2011 - Apertura
2010-11-26,Santos Laguna,1602.84,2010/2011 - Apertura
2010-11-26,Pumas,1534.35,2010/2011 - Apertura
2010-11-26,Monterrey,1561.72,2010/2011 - Apertura
2010-11-29,Santos Laguna,1596.16,2010/2011 - Apertura
2010-11-29,América,1555.11,2010/2011 - Apertura
2010-11-29,Monterrey,1577.81,2010/2011 - Apertura
2010-11-29,Pumas,1518.26,2010/2011 - Apertura
2010-12-03,Santos Laguna,1610.64,2010/2011 - Apertura
2010-12-03,Monterrey,1563.33,2010/2011 - Apertura
2010-12-06,Monterrey,1586.34,2010/2011 - Apertura
2010-12-06,Santos Laguna,1587.63,2010/2011 - Apertura
2011-01-08,Necaxa,1414.01,2010/2011 - Clausura
2011-01-08,Chiapas,1541.79,2010/2011 - Clausura
2011-01-08,Cruz Azul,1608.28,2010/2011 - Clausura
2011-01-08,Mineros,1419.65,2010/2011 - Clausura
2011-01-08,Monterrey,1525.18,2010/2011 - Clausura
2011-01-08,San Luis,1539.22,2010/2011 - Clausura
2011-01-08,Querétaro,1460.76,2010/2011 - Clausura
2011-01-08,Tigres,1514.99,2010/2011 - Clausura
2011-01-09,Santos Laguna,1571.1,2010/2011 - Clausura
2011-01-09,Atlante,1438.3,2010/2011 - Clausura
2011-01-09,Atlas,1461.95,2010/2011 - Clausura
2011-01-09,Morelia,1464.82,2010/2011 - Clausura
2011-01-09,Puebla,1465.52,2010/2011 - Clausura
2011-01-09,Chivas,1516.77,2010/2011 - Clausura
2011-01-09,Toluca,1483.4,2010/2011 - Clausura
2011-01-09,Pumas,1516.14,2010/2011 - Clausura
2011-01-09,América,1505.61,2010/2011 - Clausura
2011-01-09,Pachuca,1552.5,2010/2011 - Clausura
2011-01-15,Mineros,1441.54,2010/2011 - Clausura
2011-01-15,Monterrey,1503.29,2010/2011 - Clausura
2011-01-15,San Luis,1553.79,2010/2011 - Clausura
2011-01-15,Puebla,1450.95,2010/2011 - Clausura
2011-01-15,Chiapas,1535.82,2010/2011 - Clausura
2011-01-15,América,1511.58,2010/2011 - Clausura
2011-01-16,Pachuca,1545.27,2010/2011 - Clausura
2011-01-16,Toluca,1490.63,2010/2011 - Clausura
2011-01-16,Tigres,1525.3,2010/2011 - Clausura
2011-01-16,Necaxa,1403.7,2010/2011 - Clausura
2011-01-16,Atlas,1477.39,2010/2011 - Clausura
2011-01-16,Querétaro,1445.32,2010/2011 - Clausura
2011-01-16,Atlante,1470.77,2010/2011 - Clausura
2011-01-16,Cruz Azul,1575.81,2010/2011 - Clausura
2011-01-16,Morelia,1462.62,2010/2011 - Clausura
2011-01-16,Chivas,1518.97,2010/2011 - Clausura
2011-01-16,Pumas,1537.73,2010/2011 - Clausura
2011-01-16,Santos Laguna,1549.51,2010/2011 - Clausura
2011-01-22,Necaxa,1380.53,2010/2011 - Clausura
2011-01-22,Atlas,1500.56,2010/2011 - Clausura
2011-01-22,Cruz Azul,1569.77,2010/2011 - Clausura
2011-01-22,Pumas,1543.77,2010/2011 - Clausura
2011-01-22,Monterrey,1516.99,2010/2011 - Clausura
2011-01-22,Atlante,1457.07,2010/2011 - Clausura
2011-01-22,Querétaro,1411.9,2010/2011 - Clausura
2011-01-22,Morelia,1496.04,2010/2011 - Clausura
2011-01-23,Chivas,1516.0,2010/2011 - Clausura
2011-01-23,San Luis,1556.76,2010/2011 - Clausura
2011-01-23,Santos Laguna,1544.85,2010/2011 - Clausura
2011-01-23,Pachuca,1549.93,2010/2011 - Clausura
2011-01-23,Puebla,1468.18,2010/2011 - Clausura
2011-01-23,Mineros,1424.31,2010/2011 - Clausura
2011-01-23,Toluca,1511.54,2010/2011 - Clausura
2011-01-23,Chiapas,1514.91,2010/2011 - Clausura
2011-01-23,América,1484.79,2010/2011 - Clausura
2011-01-23,Tigres,1552.09,2010/2011 - Clausura
2011-01-29,Mineros,1445.34,2010/2011 - Clausura
2011-01-29,Chivas,1494.97,2010/2011 - Clausura
2011-01-29,Chiapas,1489.08,2010/2011 - Clausura
2011-01-29,Santos Laguna,1570.68,2010/2011 - Clausura
2011-01-29,Querétaro,1425.67,2010/2011 - Clausura
2011-01-29,Necaxa,1366.76,2010/2011 - Clausura
2011-01-30,Pachuca,1514.51,2010/2011 - Clausura
2011-01-30,Cruz Azul,1605.19,2010/2011 - Clausura
2011-01-30,Tigres,1522.28,2010/2011 - Clausura
2011-01-30,Toluca,1541.35,2010/2011 - Clausura
2011-01-30,Atlas,1467.8,2010/2011 - Clausura
2011-01-30,América,1517.55,2010/2011 - Clausura
2011-01-30,Atlante,1475.65,2010/2011 - Clausura
2011-01-30,Puebla,1449.6,2010/2011 - Clausura
2011-01-30,Morelia,1494.24,2010/2011 - Clausura
2011-01-30,San Luis,1558.56,2010/2011 - Clausura
2011-01-30,Pumas,1557.78,2010/2011 - Clausura
2011-01-30,Monterrey,1502.98,2010/2011 - Clausura
2011-02-03,América,1540.08,2010/2011 - Clausura
2011-02-03,San Luis,1536.03,2010/2011 - Clausura
2011-02-05,Necaxa,1368.02,2010/2011 - Clausura
2011-02-05,Morelia,1492.98,2010/2011 - Clausura
2011-02-05,Monterrey,1521.59,2010/2011 - Clausura
2011-02-05,Pachuca,1495.9,2010/2011 - Clausura
2011-02-06,Chivas,1511.57,2010/2011 - Clausura
2011-02-06,Atlante,1459.05,2010/2011 - Clausura
2011-02-06,Cruz Azul,1616.28,2010/2011 - Clausura
2011-02-06,Chiapas,1477.99,2010/2011 - Clausura
2011-02-06,Santos Laguna,1535.9,2010/2011 - Clausura
2011-02-06,Tigres,1557.06,2010/2011 - Clausura
2011-02-06,San Luis,1546.81,2010/2011 - Clausura
2011-02-06,Mineros,1434.56,2010/2011 - Clausura
2011-02-06,Puebla,1428.56,2010/2011 - Clausura
2011-02-06,Pumas,1578.82,2010/2011 - Clausura
2011-02-06,Toluca,1533.96,2010/2011 - Clausura
2011-02-06,Atlas,1475.19,2010/2011 - Clausura
2011-02-06,América,1551.26,2010/2011 - Clausura
2011-02-06,Querétaro,1414.49,2010/2011 - Clausura
2011-02-12,Necaxa,1394.63,2010/2011 - Clausura
2011-02-12,América,1524.65,2010/2011 - Clausura
2011-02-12,Chiapas,1446.54,2010/2011 - Clausura
2011-02-12,Monterrey,1553.04,2010/2011 - Clausura
2011-02-12,Querétaro,1385.85,2010/2011 - Clausura
2011-02-12,Toluca,1562.6,2010/2011 - Clausura
2011-02-13,Pachuca,1507.8,2010/2011 - Clausura
2011-02-13,Puebla,1416.66,2010/2011 - Clausura
2011-02-13,Tigres,1578.95,2010/2011 - Clausura
2011-02-13,Cruz Azul,1594.39,2010/2011 - Clausura
2011-02-13,Atlas,1451.22,2010/2011 - Clausura
2011-02-13,Santos Laguna,1559.87,2010/2011 - Clausura
2011-02-13,Atlante,1458.49,2010/2011 - Clausura
2011-02-13,San Luis,1547.37,2010/2011 - Clausura
2011-02-13,Morelia,1508.51,2010/2011 - Clausura
2011-02-13,Mineros,1419.03,2010/2011 - Clausura
2011-02-13,Pumas,1571.66,2010/2011 - Clausura
2011-02-13,Chivas,1518.73,2010/2011 - Clausura
2011-02-19,Mineros,1393.77,2010/2011 - Clausura
2011-02-19,Atlante,1483.75,2010/2011 - Clausura
2011-02-19,San Luis,1521.2,2010/2011 - Clausura
2011-02-19,Pumas,1597.83,2010/2011 - Clausura
2011-02-19,Cruz Azul,1602.92,2010/2011 - Clausura
2011-02-19,Atlas,1442.69,2010/2011 - Clausura
2011-02-19,Monterrey,1549.68,2010/2011 - Clausura
2011-02-19,Tigres,1582.31,2010/2011 - Clausura
2011-02-20,Chivas,1537.45,2010/2011 - Clausura
2011-02-20,Pachuca,1489.08,2010/2011 - Clausura
2011-02-20,Santos Laguna,1518.78,2010/2011 - Clausura
2011-02-20,Querétaro,1426.94,2010/2011 - Clausura
2011-02-20,Puebla,1433.91,2010/2011 - Clausura
2011-02-20,Chiapas,1429.29,2010/2011 - Clausura
2011-02-20,Toluca,1527.1,2010/2011 - Clausura
2011-02-20,Necaxa,1430.13,2010/2011 - Clausura
2011-02-20,América,1496.16,2010/2011 - Clausura
2011-02-20,Morelia,1537.0,2010/2011 - Clausura
2011-02-26,Necaxa,1450.97,2010/2011 - Clausura
2011-02-26,Santos Laguna,1497.94,2010/2011 - Clausura
2011-02-26,Chiapas,1451.34,2010/2011 - Clausura
2011-02-26,Chivas,1515.4,2010/2011 - Clausura
2011-02-26,Querétaro,1430.38,2010/2011 - Clausura
2011-02-26,Cruz Azul,1599.48,2010/2011 - Clausura
2011-02-27,Pachuca,1485.99,2010/2011 - Clausura
2011-02-27,San Luis,1524.29,2010/2011 - Clausura
2011-02-27,Tigres,1592.77,2010/2011 - Clausura
2011-02-27,Puebla,1423.45,2010/2011 - Clausura
2011-02-27,Atlas,1464.67,2010/2011 - Clausura
2011-02-27,Monterrey,1527.7,2010/2011 - Clausura
