fecha,liga,nombre_liga,pais,temporada,local,visitante,goles_local,goles_visita,odd_1,odd_X,odd_2,odd_over25,odd_under25
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Bochum,RB Leipzig,1,4,4.76,4.44,1.66,1.53,2.5
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Darmstadt,Augsburg,0,6,2.93,3.47,2.48,1.86,2.04
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,Ein Frankfurt,1,2,2.84,3.39,2.59,1.97,1.93
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Mainz,M'gladbach,1,1,1.98,3.81,3.73,1.8,2.0
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Dortmund,0,2,3.44,3.62,2.14,1.73,2.1
2024-03-02,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,Stuttgart,2,3,3.34,3.56,2.2,1.73,2.1
2024-03-03,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,Leverkusen,0,2,8.08,5.15,1.39,1.67,2.2
2024-03-03,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,Werder Bremen,2,1,1.97,3.87,3.72,1.57,2.38
2024-03-08,bundesliga,Bundesliga,Germany,2023/2024,Stuttgart,Union Berlin,2,0,1.48,4.62,7.08,1.73,2.1
2024-03-09,bundesliga,Bundesliga,Germany,2023/2024,Augsburg,Heidenheim,1,0,1.88,3.89,4.07,1.62,2.3
2024-03-09,bundesliga,Bundesliga,Germany,2023/2024,Bayern Munich,Mainz,8,1,1.23,6.97,11.21,1.4,3.0
2024-03-09,bundesliga,Bundesliga,Germany,2023/2024,M'gladbach,FC Koln,3,3,1.85,3.77,4.32,1.73,2.1
2024-03-09,bundesliga,Bundesliga,Germany,2023/2024,RB Leipzig,Darmstadt,2,0,1.15,8.79,16.82,1.33,3.4
2024-03-09,bundesliga,Bundesliga,Germany,2023/2024,Werder Bremen,Dortmund,1,2,3.87,4.06,1.88,1.44,2.75
2024-03-10,bundesliga,Bundesliga,Germany,2023/2024,Bochum,Freiburg,1,2,2.27,3.65,3.13,1.8,2.0
2024-03-10,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,Hoffenheim,3,1,2.06,3.9,3.43,1.57,2.38
2024-03-10,bundesliga,Bundesliga,Germany,2023/2024,Leverkusen,Wolfsburg,2,0,1.32,5.89,9.05,1.53,2.5
2024-03-15,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,RB Leipzig,1,5,6.61,4.86,1.48,1.62,2.3
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Darmstadt,Bayern Munich,2,5,17.12,9.56,1.14,1.29,3.75
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,M'gladbach,1,1,2.49,3.63,2.8,1.67,2.2
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Mainz,Bochum,2,0,1.79,3.88,4.58,1.8,2.0
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Werder Bremen,2,1,2.02,3.64,3.79,2.0,1.9
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,Augsburg,1,3,2.12,3.65,3.46,1.8,2.0
2024-03-16,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,Stuttgart,0,3,3.77,4.23,1.88,1.44,2.75
2024-03-17,bundesliga,Bundesliga,Germany,2023/2024,Freiburg,Leverkusen,2,3,5.92,4.39,1.56,1.73,2.1
2024-03-17,bundesliga,Bundesliga,Germany,2023/2024,Dortmund,Ein Frankfurt,3,1,1.63,4.47,5.01,1.5,2.63
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,Union Berlin,0,0,2.07,3.41,3.88,2.1,1.73
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,Leverkusen,Hoffenheim,2,1,1.21,7.55,11.72,1.3,3.5
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,M'gladbach,Freiburg,0,3,2.21,3.72,3.19,1.67,2.2
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,RB Leipzig,Mainz,0,0,1.39,5.34,7.66,1.53,2.5
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,Werder Bremen,Wolfsburg,0,2,2.88,3.61,2.44,1.8,2.0
2024-03-30,bundesliga,Bundesliga,Germany,2023/2024,Bayern Munich,Dortmund,0,2,1.39,5.92,6.7,1.25,4.0
2024-03-31,bundesliga,Bundesliga,Germany,2023/2024,Augsburg,FC Koln,1,1,1.81,3.84,4.51,1.73,2.1
2024-03-31,bundesliga,Bundesliga,Germany,2023/2024,Stuttgart,Heidenheim,3,3,1.26,6.51,10.08,1.4,3.0
2024-03-31,bundesliga,Bundesliga,Germany,2023/2024,Bochum,Darmstadt,2,2,1.63,4.3,5.25,1.67,2.2
2024-04-05,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,Werder Bremen,1,1,1.78,4.02,4.56,1.73,2.1
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,Bochum,2,1,2.33,3.63,3.05,1.8,2.0
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,Freiburg,RB Leipzig,1,4,4.79,4.31,1.68,1.53,2.5
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,Bayern Munich,3,2,7.05,6.07,1.37,1.33,3.4
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,Mainz,Darmstadt,4,0,1.41,4.97,7.93,1.67,2.2
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Leverkusen,0,1,6.19,4.31,1.55,1.84,2.06
2024-04-06,bundesliga,Bundesliga,Germany,2023/2024,Dortmund,Stuttgart,0,1,2.31,3.95,2.88,1.4,3.0
2024-04-07,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,Augsburg,3,1,2.29,3.94,2.92,1.44,2.75
2024-04-07,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,M'gladbach,1,3,1.9,3.89,3.97,1.62,2.3
2024-04-12,bundesliga,Bundesliga,Germany,2023/2024,Augsburg,Union Berlin,2,0,2.15,3.52,3.59,2.0,1.93
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,Bayern Munich,FC Koln,2,0,1.18,8.25,13.01,1.33,3.4
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,Bochum,Heidenheim,1,1,2.1,3.71,3.47,1.67,2.2
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,Mainz,Hoffenheim,4,1,2.0,3.91,3.58,1.57,2.38
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,M'gladbach,Dortmund,1,2,3.29,4.24,2.02,1.4,3.0
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,RB Leipzig,Wolfsburg,3,0,1.36,5.66,7.8,1.44,2.75
2024-04-13,bundesliga,Bundesliga,Germany,2023/2024,Stuttgart,Ein Frankfurt,3,0,1.51,4.76,6.01,1.57,2.38
2024-04-14,bundesliga,Bundesliga,Germany,2023/2024,Darmstadt,Freiburg,0,1,3.98,3.98,1.88,1.62,2.3
2024-04-14,bundesliga,Bundesliga,Germany,2023/2024,Leverkusen,Werder Bremen,5,0,1.2,7.49,12.7,1.44,2.75
2024-04-19,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,Augsburg,3,1,2.06,3.76,3.6,1.67,2.2
2024-04-20,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,Darmstadt,0,2,1.49,4.61,6.76,1.62,2.3
2024-04-20,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,RB Leipzig,1,2,6.19,5.19,1.46,1.44,2.75
2024-04-20,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,M'gladbach,4,3,2.16,4.04,3.09,1.44,2.75
2024-04-20,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,Bochum,1,0,1.81,3.88,4.43,1.67,2.2
2024-04-20,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Bayern Munich,1,5,4.94,4.62,1.62,1.62,2.3
2024-04-21,bundesliga,Bundesliga,Germany,2023/2024,Werder Bremen,Stuttgart,2,1,5.11,4.66,1.6,1.5,2.63
2024-04-21,bundesliga,Bundesliga,Germany,2023/2024,Dortmund,Leverkusen,1,1,2.56,3.84,2.5,1.5,2.63
2024-04-21,bundesliga,Bundesliga,Germany,2023/2024,Freiburg,Mainz,1,1,2.58,3.59,2.72,1.73,2.1
2024-04-26,bundesliga,Bundesliga,Germany,2023/2024,Bochum,Hoffenheim,3,2,2.21,4.0,3.06,1.44,2.75
2024-04-27,bundesliga,Bundesliga,Germany,2023/2024,Augsburg,Werder Bremen,0,3,1.8,4.19,4.13,1.57,2.38
2024-04-27,bundesliga,Bundesliga,Germany,2023/2024,Bayern Munich,Ein Frankfurt,2,1,1.42,5.46,6.65,1.36,3.2
2024-04-27,bundesliga,Bundesliga,Germany,2023/2024,Freiburg,Wolfsburg,1,2,2.37,3.58,3.01,1.84,2.06
2024-04-27,bundesliga,Bundesliga,Germany,2023/2024,RB Leipzig,Dortmund,4,1,1.68,4.45,4.61,1.4,3.0
2024-04-27,bundesliga,Bundesliga,Germany,2023/2024,Leverkusen,Stuttgart,2,2,1.76,4.31,4.25,1.57,2.38
2024-04-28,bundesliga,Bundesliga,Germany,2023/2024,M'gladbach,Union Berlin,0,0,2.38,3.45,3.1,1.97,1.93
2024-04-28,bundesliga,Bundesliga,Germany,2023/2024,Mainz,FC Koln,1,1,1.54,4.37,6.2,1.73,2.1
2024-04-28,bundesliga,Bundesliga,Germany,2023/2024,Darmstadt,Heidenheim,0,1,3.42,3.71,2.12,1.67,2.2
2024-05-03,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,RB Leipzig,1,1,5.44,5.24,1.52,1.25,4.0
2024-05-04,bundesliga,Bundesliga,Germany,2023/2024,Dortmund,Augsburg,5,1,1.86,4.37,3.7,1.33,3.4
2024-05-04,bundesliga,Bundesliga,Germany,2023/2024,Stuttgart,Bayern Munich,3,1,2.13,4.14,3.09,1.44,2.75
2024-05-04,bundesliga,Bundesliga,Germany,2023/2024,Werder Bremen,M'gladbach,2,2,2.31,3.83,2.94,1.57,2.38
2024-05-04,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,Darmstadt,3,0,1.4,5.13,7.8,1.57,2.38
2024-05-04,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,Freiburg,0,0,2.37,3.66,2.95,1.73,2.1
2024-05-05,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Bochum,3,4,1.97,3.51,4.12,2.0,1.8
2024-05-05,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,Leverkusen,1,5,3.27,3.68,2.19,1.73,2.1
2024-05-05,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,Mainz,1,1,3.03,3.58,2.36,1.73,2.1
2024-05-10,bundesliga,Bundesliga,Germany,2023/2024,Augsburg,Stuttgart,0,1,3.92,4.45,1.82,1.36,3.2
2024-05-11,bundesliga,Bundesliga,Germany,2023/2024,FC Koln,Union Berlin,3,2,2.79,3.39,2.63,2.05,1.85
2024-05-11,bundesliga,Bundesliga,Germany,2023/2024,Freiburg,Heidenheim,1,1,1.72,4.07,4.78,1.62,2.3
2024-05-11,bundesliga,Bundesliga,Germany,2023/2024,M'gladbach,Ein Frankfurt,1,1,2.53,3.73,2.7,1.57,2.38
2024-05-11,bundesliga,Bundesliga,Germany,2023/2024,RB Leipzig,Werder Bremen,1,1,1.29,6.72,8.41,1.29,3.75
2024-05-11,bundesliga,Bundesliga,Germany,2023/2024,Mainz,Dortmund,3,0,2.19,3.97,3.08,1.5,2.63
2024-05-12,bundesliga,Bundesliga,Germany,2023/2024,Darmstadt,Hoffenheim,0,6,4.67,4.73,1.64,1.36,3.2
2024-05-12,bundesliga,Bundesliga,Germany,2023/2024,Bayern Munich,Wolfsburg,2,0,1.34,6.36,7.4,1.36,3.2
2024-05-12,bundesliga,Bundesliga,Germany,2023/2024,Bochum,Leverkusen,0,5,4.42,4.35,1.72,1.44,2.75
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Dortmund,Darmstadt,4,0,1.15,9.67,14.01,1.2,4.5
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Ein Frankfurt,RB Leipzig,2,2,2.78,3.75,2.43,1.5,2.63
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Heidenheim,FC Koln,4,1,2.35,4.0,2.74,1.5,2.63
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Hoffenheim,Bayern Munich,4,2,3.07,4.34,2.07,1.25,4.0
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Leverkusen,Augsburg,2,1,1.3,6.65,7.63,1.25,4.0
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Stuttgart,M'gladbach,4,0,1.28,6.62,8.47,1.22,4.33
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Union Berlin,Freiburg,2,1,2.15,3.39,3.57,1.95,1.95
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Werder Bremen,Bochum,4,1,2.37,3.61,2.94,1.57,2.38
2024-05-18,bundesliga,Bundesliga,Germany,2023/2024,Wolfsburg,Mainz,1,3,3.28,3.54,2.21,1.73,2.1
2024-08-23,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,Leverkusen,2,3,5.33,4.58,1.6,1.44,2.75
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,Werder Bremen,2,2,2.32,3.55,3.11,1.73,2.1
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,Stuttgart,3,1,3.5,3.7,2.09,1.67,2.2
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,Holstein Kiel,3,2,1.64,4.38,5.07,1.53,2.5
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,Mainz,Union Berlin,1,1,2.08,3.24,4.1,2.2,1.67
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,Bochum,1,0,1.25,6.71,10.65,1.36,3.2
2024-08-24,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,Ein Frankfurt,2,0,1.71,4.4,4.48,1.5,2.63
2024-08-25,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Bayern Munich,2,3,6.33,5.0,1.47,1.44,2.75
2024-08-25,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,Heidenheim,0,2,2.13,3.5,3.59,1.87,2.03
2024-08-30,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,St Pauli,1,0,1.96,3.5,4.29,2.03,1.87
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Bochum,M'gladbach,0,2,2.66,3.73,2.57,1.57,2.38
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Ein Frankfurt,Hoffenheim,3,1,1.8,4.2,4.12,1.44,2.75
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Wolfsburg,0,2,3.26,3.69,2.19,1.73,2.1
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Mainz,3,3,1.66,4.23,5.09,1.62,2.3
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Dortmund,0,0,4.05,4.14,1.83,1.44,2.75
2024-08-31,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,RB Leipzig,2,3,1.8,4.22,4.1,1.5,2.63
2024-09-01,bundesliga,Bundesliga,Germany,2024/2025,Heidenheim,Augsburg,4,0,2.42,3.47,3.02,1.73,2.1
2024-09-01,bundesliga,Bundesliga,Germany,2024/2025,Bayern Munich,Freiburg,2,0,1.21,7.89,11.45,1.25,4.0
2024-09-13,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,Heidenheim,4,2,1.39,5.35,7.83,1.5,2.63
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,Bochum,2,1,1.69,4.08,4.9,1.67,2.2
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,Leverkusen,1,4,5.95,4.96,1.49,1.33,3.4
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,Stuttgart,1,3,2.84,3.96,2.31,1.44,2.75
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,Union Berlin,0,0,1.48,4.69,6.64,1.67,2.2
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Ein Frankfurt,1,2,2.72,3.45,2.63,1.73,2.1
2024-09-14,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Bayern Munich,1,6,11.8,7.52,1.21,1.29,3.75
2024-09-15,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,St Pauli,3,1,2.09,3.61,3.52,1.73,2.1
2024-09-15,bundesliga,Bundesliga,Germany,2024/2025,Mainz,Werder Bremen,1,2,2.04,3.66,3.61,1.73,2.1
2024-09-20,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,Mainz,2,3,2.42,3.6,2.97,1.67,2.2
2024-09-21,bundesliga,Bundesliga,Germany,2024/2025,Bochum,Holstein Kiel,2,2,1.99,3.8,3.7,1.62,2.3
2024-09-21,bundesliga,Bundesliga,Germany,2024/2025,Heidenheim,Freiburg,0,3,2.75,3.4,2.66,1.73,2.1
2024-09-21,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,Hoffenheim,2,1,2.04,3.72,3.65,1.73,2.1
2024-09-21,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Bayern Munich,0,5,7.92,5.6,1.36,1.36,3.2
2024-09-21,bundesliga,Bundesliga,Germany,2024/2025,Ein Frankfurt,M'gladbach,2,0,1.79,4.14,4.26,1.5,2.63
2024-09-22,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,Wolfsburg,4,3,1.31,5.91,9.23,1.44,2.75
2024-09-22,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Dortmund,5,1,2.32,3.8,2.94,1.44,2.75
2024-09-22,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,RB Leipzig,0,0,5.19,4.25,1.64,1.67,2.2
2024-09-27,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,Bochum,4,2,1.24,7.21,11.22,1.29,3.75
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,St Pauli,0,3,1.62,4.15,5.59,1.84,2.06
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,Mainz,Heidenheim,0,2,1.86,3.82,4.21,1.73,2.1
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,Union Berlin,1,0,2.13,3.54,3.54,1.8,2.0
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,Augsburg,4,0,1.4,5.4,7.14,1.44,2.75
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Stuttgart,2,2,3.35,3.89,2.09,1.5,2.63
2024-09-28,bundesliga,Bundesliga,Germany,2024/2025,Bayern Munich,Leverkusen,1,1,1.74,4.34,4.36,1.3,3.5
2024-09-29,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Ein Frankfurt,2,4,4.5,4.22,1.73,1.5,2.63
2024-09-29,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,Werder Bremen,3,4,2.4,3.78,2.84,1.44,2.75
2024-10-04,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,M'gladbach,2,1,2.46,3.78,2.81,1.5,2.63
2024-10-05,bundesliga,Bundesliga,Germany,2024/2025,Bochum,Wolfsburg,1,3,3.07,3.78,2.25,1.62,2.3
2024-10-05,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,Holstein Kiel,2,2,1.08,13.45,25.93,1.22,4.33
2024-10-05,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,Dortmund,2,1,3.43,3.52,2.18,1.73,2.1
2024-10-05,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Freiburg,0,1,2.67,3.61,2.62,1.67,2.2
2024-10-05,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,Mainz,0,3,2.46,3.42,2.99,1.88,2.02
2024-10-06,bundesliga,Bundesliga,Germany,2024/2025,Heidenheim,RB Leipzig,0,1,4.77,4.18,1.7,1.57,2.38
2024-10-06,bundesliga,Bundesliga,Germany,2024/2025,Ein Frankfurt,Bayern Munich,3,3,5.72,4.85,1.52,1.36,3.2
2024-10-06,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Hoffenheim,1,1,1.3,6.4,8.25,1.25,4.0
2024-10-18,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,St Pauli,2,1,1.31,5.95,10.18,1.5,2.63
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,Augsburg,3,1,1.74,3.87,4.93,1.73,2.1
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,Bochum,3,1,1.7,4.47,4.45,1.4,3.0
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,Ein Frankfurt,2,1,1.45,5.18,6.35,1.4,3.0
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,Mainz,RB Leipzig,0,2,4.27,3.71,1.88,1.67,2.2
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,Heidenheim,3,2,1.83,3.77,4.44,1.62,2.3
2024-10-19,bundesliga,Bundesliga,Germany,2024/2025,Bayern Munich,Stuttgart,4,0,1.36,5.88,7.55,1.3,3.5
2024-10-20,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Union Berlin,0,2,3.48,3.43,2.2,2.0,1.9
2024-10-20,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Werder Bremen,2,4,2.09,3.66,3.55,1.73,2.1
2024-10-25,bundesliga,Bundesliga,Germany,2024/2025,Mainz,M'gladbach,1,1,2.39,3.79,2.89,1.57,2.38
2024-10-26,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,Dortmund,2,1,3.83,3.92,1.93,1.5,2.63
2024-10-26,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,Freiburg,3,1,1.75,4.11,4.55,1.67,2.2
2024-10-26,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,Wolfsburg,0,0,2.66,3.47,2.71,1.78,2.0
2024-10-26,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Holstein Kiel,2,1,1.23,7.21,11.08,1.3,3.5
2024-10-26,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Leverkusen,2,2,5.84,4.9,1.51,1.4,3.0
2024-10-27,bundesliga,Bundesliga,Germany,2024/2025,Bochum,Bayern Munich,0,5,14.33,9.86,1.15,1.22,4.33
2024-10-27,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,Ein Frankfurt,1,1,2.63,3.32,2.84,1.95,1.95
2024-10-27,bundesliga,Bundesliga,Germany,2024/2025,Heidenheim,Hoffenheim,0,0,2.32,3.68,3.03,1.53,2.5
2024-11-01,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,Stuttgart,0,0,1.57,4.87,5.29,1.36,3.2
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Bayern Munich,Union Berlin,3,0,1.17,8.24,15.58,1.44,2.75
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Ein Frankfurt,Bochum,7,2,1.34,6.0,7.96,1.36,3.2
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,St Pauli,0,2,1.88,3.9,4.02,1.62,2.3
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Heidenheim,1,0,2.82,3.52,2.54,1.73,2.1
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Augsburg,1,1,2.01,3.86,3.59,1.62,2.3
2024-11-02,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,RB Leipzig,2,1,2.25,3.69,3.15,1.5,2.63
2024-11-03,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,Mainz,0,0,1.7,3.9,5.21,1.73,2.1
2024-11-03,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,Werder Bremen,4,1,2.14,3.89,3.22,1.5,2.63
2024-11-08,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,Freiburg,0,0,2.55,3.19,3.11,2.38,1.57
2024-11-09,bundesliga,Bundesliga,Germany,2024/2025,Bochum,Leverkusen,1,1,10.94,6.8,1.24,1.3,3.5
2024-11-09,bundesliga,Bundesliga,Germany,2024/2025,Mainz,Dortmund,3,1,3.48,3.74,2.08,1.62,2.3
2024-11-09,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,Bayern Munich,0,1,12.45,7.14,1.22,1.4,3.0
2024-11-09,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Holstein Kiel,2,1,1.64,4.29,5.15,1.53,2.5
2024-11-09,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,M'gladbach,0,0,1.6,4.67,5.11,1.4,3.0
2024-11-10,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,Hoffenheim,0,0,2.11,3.85,3.33,1.57,2.38
2024-11-10,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Ein Frankfurt,2,3,1.93,4.05,3.72,1.44,2.75
2024-11-10,bundesliga,Bundesliga,Germany,2024/2025,Heidenheim,Wolfsburg,1,3,2.91,3.27,2.61,1.95,1.95
2024-11-22,bundesliga,Bundesliga,Germany,2024/2025,Bayern Munich,Augsburg,3,0,1.12,11.15,21.63,1.29,3.75
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,Freiburg,4,0,1.69,4.18,4.86,1.57,2.38
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Hoffenheim,RB Leipzig,4,3,3.49,3.7,2.09,1.57,2.38
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Leverkusen,Heidenheim,5,2,1.19,8.07,13.4,1.4,3.0
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Stuttgart,Bochum,2,0,1.33,6.24,7.44,1.33,3.4
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Wolfsburg,Union Berlin,1,0,2.37,3.28,3.27,2.1,1.73
2024-11-23,bundesliga,Bundesliga,Germany,2024/2025,Ein Frankfurt,Werder Bremen,1,0,1.71,4.24,4.59,1.5,2.63
2024-11-24,bundesliga,Bundesliga,Germany,2024/2025,Holstein Kiel,Mainz,0,3,3.15,3.49,2.33,1.8,2.0
2024-11-24,bundesliga,Bundesliga,Germany,2024/2025,M'gladbach,St Pauli,2,0,1.83,3.77,4.49,1.8,2.0
2024-11-29,bundesliga,Bundesliga,Germany,2024/2025,St Pauli,Holstein Kiel,3,1,1.71,3.83,5.22,1.95,1.95
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,Augsburg,Bochum,1,0,1.72,3.99,4.88,1.73,2.1
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,Freiburg,M'gladbach,3,1,2.01,3.78,3.69,1.67,2.2
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,RB Leipzig,Wolfsburg,1,5,1.7,4.17,4.8,1.62,2.3
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,Union Berlin,Leverkusen,1,2,4.72,3.84,1.78,1.89,2.01
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,Werder Bremen,Stuttgart,2,2,3.02,3.75,2.3,1.53,2.5
2024-11-30,bundesliga,Bundesliga,Germany,2024/2025,Dortmund,Bayern Munich,1,1,4.67,4.38,1.68,1.4,3.0
