fecha,liga,nombre_liga,pais,temporada,local,visitante,goles_local,goles_visita,odd_1,odd_X,odd_2,odd_over25,odd_under25
2021-08-13,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Bayern Munich,1,1,4.73,4.39,1.71,1.4,3.0
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Hoffenheim,0,4,3.2,3.83,2.23,1.61,2.3
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Freiburg,0,0,3.04,3.33,2.54,2.05,1.88
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Greuther Furth,5,1,1.9,3.93,4.13,1.61,2.3
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Leverkusen,1,1,2.83,3.44,2.65,1.9,1.9
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Bochum,1,0,1.59,4.41,5.92,1.57,2.37
2021-08-14,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Ein Frankfurt,5,2,1.45,5.24,6.8,1.36,3.2
2021-08-15,bundesliga,Bundesliga,Germany,2021/2022,Mainz,RB Leipzig,1,0,8.09,5.66,1.38,1.53,2.5
2021-08-15,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Hertha,3,1,2.62,3.41,2.88,2.0,1.93
2021-08-20,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Stuttgart,4,0,1.43,5.07,7.61,1.53,2.5
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Mainz,2,0,2.74,3.59,2.64,1.8,2.0
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Augsburg,0,0,1.65,4.48,5.16,1.53,2.5
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Dortmund,2,1,5.67,4.73,1.57,1.5,2.62
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Bielefeld,1,1,2.62,3.5,2.82,2.0,1.8
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Wolfsburg,1,2,3.21,3.51,2.35,1.8,2.0
2021-08-21,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,M'gladbach,4,0,2.39,3.71,3.0,1.57,2.37
2021-08-22,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Union Berlin,2,2,2.06,3.7,3.75,1.72,2.1
2021-08-22,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,FC Koln,3,2,1.13,9.87,23.59,1.28,3.75
2021-08-27,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Hoffenheim,3,2,1.47,5.3,6.5,1.3,3.5
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Leverkusen,1,4,5.08,3.9,1.75,1.8,2.0
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Ein Frankfurt,1,1,3.52,3.7,2.13,1.8,2.0
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Bochum,2,1,1.89,3.83,4.28,1.72,2.1
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Greuther Furth,3,0,1.74,4.04,5.01,1.72,2.1
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Freiburg,2,3,2.28,3.54,3.32,1.72,2.1
2021-08-28,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Hertha,5,0,1.19,7.84,15.93,1.25,4.0
2021-08-29,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,M'gladbach,2,1,2.62,3.36,2.93,1.8,2.0
2021-08-29,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,RB Leipzig,1,0,3.57,3.61,2.15,1.8,2.0
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,FC Koln,1,1,2.15,3.82,3.37,1.66,2.2
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Wolfsburg,0,2,5.8,4.45,1.59,1.61,2.3
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Mainz,0,2,2.06,3.91,3.54,1.57,2.37
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Dortmund,3,4,3.15,3.98,2.2,1.4,3.0
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Augsburg,0,0,1.74,4.09,4.89,1.91,1.99
2021-09-11,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Bayern Munich,1,4,3.08,4.05,2.22,1.44,2.75
2021-09-12,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Stuttgart,1,1,2.07,3.85,3.57,1.5,2.62
2021-09-12,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Hertha,1,3,2.8,3.42,2.68,2.02,1.88
2021-09-12,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Bielefeld,3,1,1.47,4.77,7.42,1.66,2.2
2021-09-17,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Greuther Furth,2,1,1.84,3.75,4.67,1.86,2.04
2021-09-18,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,M'gladbach,1,0,4.25,3.98,1.86,1.57,2.37
2021-09-18,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Bochum,7,0,1.07,14.35,37.07,1.16,5.0
2021-09-18,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Hoffenheim,0,0,3.65,3.56,2.14,1.72,2.1
2021-09-18,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Freiburg,0,0,2.12,3.67,3.58,1.8,2.0
2021-09-18,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,RB Leipzig,1,1,4.5,3.98,1.82,1.57,2.37
2021-09-19,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Leverkusen,1,3,3.29,3.82,2.19,1.53,2.5
2021-09-19,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Union Berlin,4,2,1.38,5.41,8.51,1.44,2.75
2021-09-19,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Ein Frankfurt,1,1,1.85,3.83,4.47,1.72,2.1
2021-09-24,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Bayern Munich,1,3,22.47,13.33,1.11,1.14,5.5
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,FC Koln,1,1,2.08,3.89,3.5,1.57,2.37
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Wolfsburg,3,1,2.87,3.53,2.56,1.66,2.2
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Mainz,1,0,1.77,4.07,4.7,1.61,2.3
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Hertha,6,0,1.36,5.37,9.56,1.57,2.37
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Bielefeld,1,0,1.72,3.8,5.49,2.06,1.84
2021-09-25,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Dortmund,1,0,4.32,4.31,1.78,1.36,3.2
2021-09-26,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Stuttgart,0,0,3.15,3.62,2.33,1.72,2.1
2021-09-26,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Augsburg,3,0,1.93,3.55,4.47,2.0,1.8
2021-10-01,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Greuther Furth,3,1,1.46,4.89,7.3,1.44,2.75
2021-10-02,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Augsburg,2,1,1.25,6.58,12.89,1.36,3.2
2021-10-02,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Freiburg,1,2,2.92,3.4,2.6,1.97,1.93
2021-10-02,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Hoffenheim,3,1,2.72,3.99,2.48,1.44,2.75
2021-10-02,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,M'gladbach,1,3,2.21,3.61,3.42,1.72,2.1
2021-10-02,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Bochum,3,0,1.23,6.96,14.09,1.4,3.0
2021-10-03,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Union Berlin,1,2,2.13,3.38,3.87,2.0,1.8
2021-10-03,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Ein Frankfurt,1,2,1.19,8.14,14.45,1.2,4.5
2021-10-03,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Leverkusen,0,4,5.24,4.08,1.7,1.72,2.1
2021-10-15,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,FC Koln,5,0,2.11,3.86,3.45,1.44,2.75
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Mainz,3,1,1.45,4.92,7.5,1.44,2.75
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Hertha,1,2,1.78,3.86,4.94,1.8,2.0
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,RB Leipzig,1,1,4.06,3.86,1.93,1.66,2.2
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Bochum,0,1,2.45,3.56,3.01,1.72,2.1
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Wolfsburg,2,0,2.75,3.25,2.85,2.1,1.72
2021-10-16,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Stuttgart,1,1,1.51,4.6,5.86,1.53,2.5
2021-10-17,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Bayern Munich,1,5,5.11,4.62,1.63,1.28,3.75
2021-10-17,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Bielefeld,1,1,2.34,3.26,3.47,2.2,1.66
2021-10-22,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Augsburg,4,1,1.66,3.88,6.06,2.0,1.8
2021-10-23,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Hoffenheim,4,0,1.19,8.15,14.52,1.2,4.5
2021-10-23,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Dortmund,1,3,6.82,4.6,1.51,1.61,2.3
2021-10-23,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Greuther Furth,4,1,1.14,9.49,23.16,1.33,3.4
2021-10-23,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Freiburg,0,2,2.19,3.37,3.7,2.1,1.72
2021-10-23,bundesliga,Bundesliga,Germany,2021/2022,Hertha,M'gladbach,1,0,3.95,3.71,2.0,1.72,2.1
2021-10-24,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Leverkusen,2,2,3.36,4.0,2.11,1.53,2.5
2021-10-24,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Union Berlin,1,1,2.56,3.46,2.92,1.9,1.9
2021-10-24,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Ein Frankfurt,2,0,3.26,3.62,2.27,1.8,2.0
2021-10-29,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Hertha,2,0,1.74,4.05,4.97,1.66,2.2
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Mainz,1,2,3.75,3.39,2.17,2.1,1.72
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,FC Koln,2,0,1.52,4.91,6.13,1.4,3.0
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Greuther Furth,3,1,1.37,5.04,8.07,1.61,2.3
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Wolfsburg,0,2,1.98,3.66,4.09,1.8,2.0
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Bayern Munich,2,5,9.36,5.87,1.34,1.4,3.0
2021-10-30,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,RB Leipzig,1,1,4.22,4.14,1.83,1.53,2.5
2021-10-31,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Stuttgart,4,1,3.03,3.26,2.59,1.95,1.98
2021-10-31,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Bochum,2,1,1.38,5.18,9.3,1.53,2.5
2021-11-05,bundesliga,Bundesliga,Germany,2021/2022,Mainz,M'gladbach,1,1,2.74,3.61,2.63,1.72,2.1
2021-11-06,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Freiburg,2,1,1.19,7.95,15.9,1.25,4.0
2021-11-06,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Hoffenheim,2,0,3.74,3.87,2.01,1.61,2.3
2021-11-06,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Bielefeld,0,1,1.93,3.62,4.33,1.8,2.0
2021-11-06,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Augsburg,1,0,1.55,4.24,6.96,1.8,2.0
2021-11-06,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Dortmund,2,1,2.04,3.8,3.7,1.57,2.37
2021-11-07,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Leverkusen,1,1,3.76,3.69,2.06,1.72,2.1
2021-11-07,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Union Berlin,2,2,2.09,3.62,3.74,1.72,2.1
2021-11-07,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Ein Frankfurt,1,2,3.88,3.87,1.97,1.72,2.1
2021-11-19,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Bayern Munich,2,1,15.42,7.65,1.2,1.3,3.5
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Wolfsburg,2,2,4.13,3.48,2.03,2.05,1.85
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Stuttgart,2,1,1.37,5.51,8.9,1.44,2.75
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,RB Leipzig,2,0,4.11,4.36,1.81,1.57,2.37
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Bochum,1,0,1.42,4.98,8.29,1.53,2.5
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Greuther Furth,4,0,1.33,5.5,11.2,1.44,2.75
2021-11-20,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Hertha,2,0,2.02,3.45,4.21,2.2,1.66
2021-11-21,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Ein Frankfurt,0,2,2.04,3.7,3.82,1.72,2.1
2021-11-21,bundesliga,Bundesliga,Germany,2021/2022,Mainz,FC Koln,1,1,2.19,3.53,3.53,1.72,2.1
2021-11-26,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Mainz,2,1,2.95,3.4,2.57,2.08,1.85
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Freiburg,2,1,3.38,3.27,2.38,2.03,1.9
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,M'gladbach,4,1,2.92,3.65,2.46,1.57,2.37
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Hoffenheim,3,6,4.94,4.49,1.67,1.53,2.5
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Augsburg,1,1,2.22,3.23,3.81,2.2,1.66
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Dortmund,1,3,3.02,3.53,2.45,1.89,2.04
2021-11-27,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Bielefeld,1,0,1.09,12.18,28.87,1.22,4.33
2021-11-28,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Union Berlin,2,1,2.39,3.59,3.08,1.97,1.96
2021-11-28,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Leverkusen,1,3,1.85,4.07,4.22,1.53,2.5
2021-12-03,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,RB Leipzig,2,1,3.6,3.53,2.17,1.72,2.1
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Bochum,2,3,2.38,3.35,3.28,2.04,1.86
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,FC Koln,1,1,3.57,3.49,2.2,1.87,2.03
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Ein Frankfurt,3,2,1.9,4.09,3.95,1.57,2.37
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Greuther Furth,7,1,1.25,6.7,12.42,1.33,3.4
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Wolfsburg,3,0,2.54,3.37,3.02,2.1,1.72
2021-12-04,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Bayern Munich,2,3,4.04,4.37,1.83,1.33,3.4
2021-12-05,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Hertha,2,2,2.31,3.43,3.35,1.99,1.91
2021-12-05,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Freiburg,0,6,1.88,3.8,4.33,1.72,2.1
2021-12-10,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Augsburg,0,2,1.72,3.93,5.28,1.72,2.1
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Mainz,2,1,1.24,6.98,12.36,1.33,3.4
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Dortmund,1,1,6.3,4.83,1.52,1.44,2.75
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Hoffenheim,1,2,2.44,3.56,3.02,1.61,2.3
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Bielefeld,2,0,2.09,3.31,4.15,2.0,1.8
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,M'gladbach,4,1,1.74,4.39,4.49,1.53,2.5
2021-12-11,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Stuttgart,0,2,1.88,3.69,4.49,1.94,1.99
2021-12-12,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Union Berlin,1,0,4.89,4.01,1.75,1.72,2.1
2021-12-12,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Leverkusen,5,2,3.42,3.84,2.13,1.57,2.37
2021-12-14,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Bayern Munich,0,5,9.74,6.72,1.29,1.36,3.2
2021-12-14,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Bochum,2,0,2.36,3.39,3.3,1.97,1.96
2021-12-14,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Hertha,4,0,1.96,3.51,4.37,2.04,1.89
2021-12-14,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,FC Koln,2,3,2.23,3.51,3.45,1.9,2.03
2021-12-15,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Ein Frankfurt,2,3,2.03,3.83,3.7,1.66,2.2
2021-12-15,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,RB Leipzig,1,1,6.4,4.8,1.51,1.61,2.3
2021-12-15,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Greuther Furth,3,0,1.14,9.77,22.3,1.25,4.0
2021-12-15,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Hoffenheim,2,2,1.88,4.2,3.97,1.44,2.75
2021-12-15,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Freiburg,0,0,2.52,3.29,3.11,2.05,1.85
2021-12-17,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Wolfsburg,4,0,1.2,8.0,14.0,1.3,3.5
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Union Berlin,0,1,3.15,3.36,2.46,2.0,1.8
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Mainz,1,0,2.46,3.48,3.05,1.8,2.0
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Augsburg,0,0,3.07,3.48,2.45,1.96,1.94
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,M'gladbach,1,1,2.05,4.08,3.46,1.5,2.62
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Bielefeld,0,2,1.21,6.91,16.02,1.53,2.5
2021-12-18,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Dortmund,3,2,5.54,4.46,1.61,1.57,2.37
2021-12-19,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Leverkusen,2,1,2.69,3.7,2.63,1.66,2.2
2021-12-19,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Stuttgart,1,0,1.97,4.09,3.69,1.61,2.3
2022-01-07,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,M'gladbach,1,2,1.37,6.03,7.56,1.28,3.75
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Bielefeld,2,2,1.64,4.21,5.61,2.0,1.9
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Stuttgart,0,0,3.81,3.7,2.04,1.87,2.03
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Augsburg,3,1,1.59,4.51,5.71,1.61,2.3
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Union Berlin,2,2,1.86,3.84,4.41,1.72,2.1
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Mainz,4,1,1.81,3.92,4.66,1.72,2.1
2022-01-08,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Dortmund,2,3,3.67,4.04,1.99,1.44,2.75
2022-01-09,bundesliga,Bundesliga,Germany,2021/2022,Hertha,FC Koln,1,3,2.87,3.41,2.63,1.72,2.1
2022-01-09,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Wolfsburg,1,0,3.57,3.53,2.18,1.96,1.94
2022-01-14,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Freiburg,5,1,1.48,5.18,6.4,1.4,3.0
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Bayern Munich,0,4,7.69,5.7,1.36,1.3,3.5
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Bochum,1,0,1.66,3.7,6.03,2.0,1.9
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,RB Leipzig,0,2,5.46,4.5,1.58,1.57,2.37
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Hoffenheim,2,1,2.88,3.48,2.51,1.72,2.1
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Hertha,0,0,1.97,3.58,4.03,1.99,1.91
2022-01-15,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Leverkusen,1,2,2.67,3.88,2.49,1.44,2.75
2022-01-16,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Ein Frankfurt,1,1,3.67,3.54,2.09,1.85,2.05
2022-01-16,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Greuther Furth,2,2,2.01,3.42,4.09,2.07,1.83
2022-01-21,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Bielefeld,0,2,1.8,3.54,5.07,1.83,2.07
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Stuttgart,2,0,2.01,3.42,4.08,2.02,1.88
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Mainz,2,1,4.77,3.58,1.83,2.02,1.88
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Dortmund,2,3,3.07,4.25,2.11,1.4,3.0
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Augsburg,5,1,1.45,4.5,7.86,1.57,2.37
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Union Berlin,1,2,2.32,3.36,3.29,1.85,2.05
2022-01-22,bundesliga,Bundesliga,Germany,2021/2022,Bochum,FC Koln,2,2,3.39,3.33,2.28,1.72,2.1
2022-01-23,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,Wolfsburg,2,0,1.54,4.28,6.43,1.72,2.1
2022-01-23,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Bayern Munich,1,4,10.08,6.98,1.25,1.36,3.2
2022-02-04,bundesliga,Bundesliga,Germany,2021/2022,Hertha,Bochum,1,1,2.22,3.5,3.5,1.9,2.0
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Union Berlin,2,0,2.78,3.27,2.72,2.05,1.85
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,M'gladbach,1,1,3.47,3.41,2.21,1.8,2.0
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Freiburg,1,0,2.47,3.48,2.94,1.72,2.1
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Hoffenheim,2,0,2.68,3.33,2.78,1.72,2.1
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Ein Frankfurt,2,3,2.65,3.56,2.66,1.8,2.0
2022-02-05,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,RB Leipzig,3,2,1.39,5.6,7.19,1.36,3.2
2022-02-06,bundesliga,Bundesliga,Germany,2021/2022,Dortmund,Leverkusen,2,5,1.89,4.1,3.82,1.4,3.0
2022-02-06,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Greuther Furth,4,1,1.59,4.06,6.15,1.94,1.96
2022-02-11,bundesliga,Bundesliga,Germany,2021/2022,RB Leipzig,FC Koln,3,1,1.45,5.05,7.3,1.5,2.62
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,Bochum,Bayern Munich,4,2,12.76,7.4,1.22,1.28,3.75
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,Ein Frankfurt,Wolfsburg,0,2,2.27,3.49,3.38,1.96,1.94
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,Freiburg,Mainz,1,1,2.18,3.43,3.67,2.03,1.87
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,Greuther Furth,Hertha,2,1,3.06,3.38,2.51,1.99,1.91
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,M'gladbach,Augsburg,3,2,1.69,4.36,4.93,1.66,2.2
2022-02-12,bundesliga,Bundesliga,Germany,2021/2022,Leverkusen,Stuttgart,4,2,1.43,5.16,7.5,1.44,2.75
2022-02-13,bundesliga,Bundesliga,Germany,2021/2022,Union Berlin,Dortmund,0,3,4.07,3.95,1.91,1.61,2.3
2022-02-13,bundesliga,Bundesliga,Germany,2021/2022,Hoffenheim,Bielefeld,2,0,1.54,4.41,6.69,1.66,2.2
2022-02-18,bundesliga,Bundesliga,Germany,2021/2022,Mainz,Leverkusen,3,2,3.32,3.69,2.22,1.72,2.1
2022-02-19,bundesliga,Bundesliga,Germany,2021/2022,Augsburg,Freiburg,1,2,3.25,3.45,2.36,2.03,1.87
2022-02-19,bundesliga,Bundesliga,Germany,2021/2022,Bielefeld,Union Berlin,1,0,3.15,3.29,2.5,2.2,1.66
2022-02-19,bundesliga,Bundesliga,Germany,2021/2022,Stuttgart,Bochum,1,1,2.26,3.41,3.48,1.95,1.95
2022-02-19,bundesliga,Bundesliga,Germany,2021/2022,Wolfsburg,Hoffenheim,1,2,2.85,3.44,2.63,1.72,2.1
2022-02-19,bundesliga,Bundesliga,Germany,2021/2022,FC Koln,Ein Frankfurt,1,0,2.34,3.65,3.11,1.61,2.3
2022-02-20,bundesliga,Bundesliga,Germany,2021/2022,Bayern Munich,Greuther Furth,4,1,1.08,13.41,30.68,1.14,5.5
